Unit #,Unit Description,Department,Area,Model No.,Critical Unit,Serial No.,Install Date,Refrigerant,Filter Size,Tons,Asset Type,Location List,Number of Filters,Weight
785,Coater Lower,Nucor Coating,,LCAB-GO-C1-4-0.0-RDTC,FALSE,A3131-01,12/29/2020,R410A,,10,,,0,9.5/9.5
786,Coater Upper,Nucor Coating,Nucor Upper,LCAB120-GO-C1-4-0.0-RDTC,FALSE,A3131-02,12/29/2020,R410A,,10,,,0,9.5/9.5
143,Exit Guage House inside,Hot Mill,Exit Guage House inside,CU120A46A1A,FALSE,KGMP000505,,R22,24x24,10,Water Source,,2,5.13LB X2
146,Exit Guage House outside,Hot Mill,Exit Guage House outside,CU120A46A1A,FALSE,KGMP000507,,CONVERTED TO R427A BY JM ON 08.23.23 PREVIOUS R22,20x20,10,Water Source,,4,5.13LB X2
474A,Door 4 Shop,Outer Bldgs,Old HVAC Shop,ZF120C00B4A1AAA1A1,FALSE,N1E6648864,,R22,20x25,10,Air to Air,,3,
510,COMPTROLLER PACKAGE UNIT,Admin / Cafeteria,COMPTROLLER PACKAGE UNIT,ZF120C00D4A1AAA1A1,TRUE,N1L6088207,1/1/2017,R410A,20x20,10,Package,,6,9.7LB
851,NUCOR COATING 902 CRANE,Nucor Coating,CRANES,CC02-34-460/60,FALSE,SN02-90010067,2/21/2023,R134A,12X24,10,Cabinet Cooler,,1,4.2
852,NUCOR COATING 903 CRANE,Nucor Coating,CRANES,CC02-34-460/60,FALSE,SN02-90010068,2/21/2023,R134A,12X24,10,Cabinet Cooler,,1,4.2
055,Skybox Elec. Maint,Caster,Skybox Elec. Maint,TCV120AFC3ACBTS,FALSE,W11312918,1/1/2018,R410A,20x20,10,Water Source,,4,80ozs x2
106,Hot Mill Stand Pulpit,Hot Mill,Hot Mill Stand Pulpit,TCV120AFC3ACBTS,FALSE,W1312917,1/1/2018,R410A,20X20,10,Water Source,,4,80oz x2
117,Coiler Pulpit,Hot Mill,Coiler Pulpit,TCV120AFC3ACBTS,FALSE,W131296,1/1/2018,R410A,16X20,10,Water Source,,2,80oz x2
776,WS MCC 1,CM 2,Galv Line 2,TSC102HHURGA26A0000000000000,FALSE,213311647L,12/28/2020,R410A,16x20,8.5,Air To Air,,6,
777,WS MCC 2,CM 2,Galv Line 2,TSC102H4RGA26A000000000000,FALSE,213311749L,12/28/2020,R410A,16x20,8.5,Air To Air,,6,
499,Admin Roof Top Unit,Admin / Cafeteria,Admin Roof Top Unit,50FC-M08A2A6A0A0A0,FALSE,0323P31708,5/13/2023,R410A,20x20,8,Package,,2,13.2 LBS
497,Weight Room,Admin / Cafeteria,Weight Room,38AFC008610,FALSE,0392G66225,,R22,24x24,8,Air to Air,,2,10 LBS
003,Melt Shop Office,Melt Shop,Melt Shop Office,38AHZA08A0A6A6A0A0A0,FALSE,0511G40061,,R410A,16x25,8,Split,,4,15LB
493,New Shipping Locker Room,Outer Bldgs,New Shipping Locker Room,38AUZA08A0A6A0A0A0,FALSE,1214C91760,,R410A,24x24,8,SPLIT,,3,
002,Conference Rm.,Melt Shop,Conference Rm.,50TJ008611,FALSE,1895G30563,,R22,16x20,8,Package,,4,9.7LB
065,Caster Workshop,Caster,Caster Workshop,TVC096AFC3ACFTS,FALSE,194810456,,R410,24x24,8,Water Source,,2,5.5LB
448,Shipping Office East,MS Outer Bldgs,Shipping Office East,30AUZA08A0G6A0A0A0,FALSE,2809G40193,,R410A,16X25,8,Air to Air,,4,10LB
513,Eng Bldg #3,Admin / Cafeteria,Eng Bldg #3,38BA0008630,FALSE,2991G10162,,R22,16x25,8,Air to Air,,4,12 LBS
526,Admin Bldg #4,Admin / Cafeteria,Admin Bldg #4,38AFC008610,FALSE,3091X03349,,R22,16x25,8,Air to Air,,4,15LBS
495,New Gym Unit,Admin / Cafeteria,New Gym Unit,50TC-D12A2A6A0A0A0,FALSE,3111G40595,,R410A,20x20,8,Package,,4,"10.2lbs,10.3lbs"
403,Static Var South Sub,MS Outer Bldgs,Static Var South Sub,30BA008360,FALSE,3691G24255,,R22,16X20,8,Air to Air,,4,12LB
409,North Main Sub,MS Outer Bldgs,North Main Sub,38BA008360,FALSE,3691G49430,,R22,24X24,8,Split,,2,12 LB
445,Melt Shop SVC Pump Skid,MS Outer Bldgs,Melt Shop SVC Pump Skid,TTA090A400FA,FALSE,84153RJAD,,R22,24X24,8,Air to Air,,2,20LBS
682,COLDMILL #2 Confrence rm,CM 2,COLDMILL #2 Confrence rm,38ARZ008---601--,FALSE,0706G40112,1/1/2017,R22,24x24,7.5,Air to Air,,2,30lbs
683,Coldmill#2 Locker Rm,CM 2,Coldmill#2 Locker Rm,38ARZ2008-601,FALSE,1108G30102,1/1/2017,R22,24x24,7.5,Air to Air,,1,25lbs
684,COLDMILL#2 CLINIC,CM 2,COLDMILL#2 CLINIC,38AUQA08A0A6A0A0A0,FALSE,1817C91851,1/1/2017,R410A,20x25,7.5,Air to Air,,1,20lbs
737,CM2 Roll Mill North MCC,CM 2,Roll Mill N MCC,TSC090H4R0A02,FALSE,191413177L,11/26/2019,R410A,16X25,7.5,Package Unit,,4,
067,Caster Secondary Sub,Caster,Caster Secondary Sub,40RUSA08A2A6A0A0A0,FALSE,2013019545,,,20x25 12x12,7.5,Chilled Water Fan Coil,,0,
729,Galv line Office,CM 2,CM2 Galv line,ZR090E36R4A5AAA2A1,FALSE,N1D9853112,7/2/2019,R410A,16X20,7.5,Package Unit,,1,Cir 1 6lbs 12oz Cir 2 6lbs
692,CM#2 Annealing  MCC,CM 2,CM#2 Annealing  MCC,ZF090C00B4A1AAA1A1,FALSE,N1L719422,1/1/2018,R410A,16x25,7.5,Air to Air,,4,4lb 12ozs x2
701,4 HIGH PCR RM,CM 2,4 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-01,1/1/2018,R410A,16x20,6,Air to Air,,2,9
702,4 HIGH PCR RM,CM 2,4 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-02,1/1/2018,R410A,16x20,6,Air to Air,,2,9
703,4 HIGH PCR RM,CM 2,4 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-03,1/1/2018,R410A,16x20,6,Air to Air,,2,9
704,4 HIGH PCR RM,CM 2,4 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-04,1/1/2018,R410A,16x20,6,Air to Air,,2,9
705,4 HIGH PCR RM,CM 2,4 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-05,1/1/2018,R410A,16x20,6,Air to Air,,2,9
706,4 HIGH PCR RM,CM 2,4 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-06,1/1/2018,R410A,16x20,6,Air to Air,,2,9
718,6 HIGH PCR RM,CM 2,6 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-07,1/1/2018,R410A,16x20,6,Air to Air,,2,9
719,6 HIGH PCR RM,CM 2,6 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-08,1/1/2018,R410A,16x20,6,Air to Air,,2,9
720,6 HIGH PCR RM,CM 2,6 HIGH PCR RM,W72AA-C09XX4XXJ,FALSE,405C183535896-09,1/1/2018,R410A,16x20,6,Air to Air,,2,9
721,GIS BLDG,CM 2,GIS BLDG,W60AA-C09XX4XXJ,FALSE,,1/1/2018,R410A,16x20,5,Air to Air,,2,
722,GIS BLDG,CM 2,GIS BLDG,W60AA-C09XX4XXJ,FALSE,,1/1/2018,R410A,16x20,5,Air to Air,,2,
681,COLDMILL#2 LOBBY,CM 2,COLDMILL#2 LOBBY,38CK060661,FALSE,0295E12382,1/1/2017,R22,20x20,5,Air to Air,,1,7.5LBS
334,621 MCC SOUTH,Overhead Cranes,Port,47-1028-304,FALSE,05030971-3,,R22,16x20,5,Cabinet Cooler,,2,25 OZ
337,622 MCC SOUTH,Overhead Cranes,Port,47-1028-304,FALSE,05030972-3,,R22,16x20,5,Cabinet Cooler,,2,25 OZ
336,622 MCC NORTH,Overhead Cranes,Port,47-1028-304,FALSE,05030973-3,,R22,16x20,5,Cabinet Cooler,,2,25 OZ
333,621 MCC NORTH,Overhead Cranes,Port,47-1028-304,FALSE,05030974-3,,R22,16x20,5,Cabinet Cooler,,2,25 OZ
105,Hot Mill Stand Ice Machine,Hot Mill,Hot Mill Stand Ice Machine,ICE0500HW3,FALSE,07011280013973,,R404A,n/a,5,Ice Machine,,0,15 OZ
753,MS Server Room New Unit,Melt Shop,,24ACC460A300,TRUE,0720E22082,6/24/2020,R410A,20X20,5,Split System,,1,9.39LBS
101,Tunnel Furnace Shuttle A,Hot Mill,Tunnel Furnace Shuttle A,50TCA04A2A6A0AOAO,FALSE,0901G60115,,R410A,16x25,5,Package,,1,6.2 LB
491,Primary Sub 3 MEGA WATER,Outer Bldgs,Primary Sub 3 MEGA WATER,50TFQ006-A-611--,FALSE,0907G50531,,R22,24x24 12x12,5,Package,,0,8LBS
501,Café Ice Machine,Admin / Cafeteria,Café Ice Machine,ICE1406FA4,FALSE,1.01113E+13,,R404A,,5,Ice Machine,,0,60 OZ
005,Melt Shop Office,Melt Shop,Melt Shop Office,24ABB360A320,FALSE,1212E01147,,R410A,20x20,5,Split,,1,8.19LB
442,North Substation Dehumid.,MS Outer Bldgs,North Substation Dehumid.,1018110,FALSE,170002369,,R22,24X24,5,Dehumidifier,,2,5LB10 OZ
714,6 HIGH PLC RM,CM 2,6 HIGH PLC RM,EBC060A4E0A,FALSE,17111140PA,1/1/2018,R410A,20x20,5,Air to Air,,4,5
700,4 HIGH PLC RM,CM 2,4 HIGH PLC RM,EBC060A4E0A,FALSE,17172194PA,1/1/2018,R410A,20x20,5,Air to Air,,4,5
764,GIS 2,CM 2,Galv Line 2,EBC060A4E0A0000000000000,FALSE,17211496PA,12/28/2020,R410A,16X20,5,Air To Air,,4,
699,Admin IT Lower,CM 2,ADM IT,TCH060E40A1LA0B,TRUE,174610115L,1/1/2018,R410A,16x25,5,Air to Air,,4,16
443,South Substation Dehumid.,MS Outer Bldgs,South Substation Dehumid.,1018110,FALSE,177004476,,R22,24X24,5,Dehumidifier,,2,5LB10 OZ
240,Pickle Exit Dehumid,Cold Mill,Pickle Exit Dehumid,1018110,FALSE,177004956,,R22,24x24,5,Air to Air,,2,5LBS10OZ
253,Pickle Entry Dehumid,Cold Mill,Pickle Entry Dehumid,1018110,FALSE,182007645,,R22,24x24,5,Air to Air,,2,5LB10 OZ
252,Pickle Entry Dehumid,Cold Mill,Pickle Entry Dehumid,1018110,FALSE,182007647,,R22,24x24,5,Air to Air,,2,5LB10 OZ
476,Premier Electric Bldg. Dehumid,Outer Bldgs,Premier Electric Bldg. Dehumid,10270GRUS,FALSE,184003303,,R22,20x20,5,Dehumidifier,,1,20.6 OZ
477,Premier Electric Bldg. Dehumid,Outer Bldgs,Premier Electric Bldg. Dehumid,10270GRUS,FALSE,184003303,,R22,20x20,5,Dehumidifier,,1,5LB10 OZ
763,GIS 1,CM 2,Galv Line 2,EBC050A4UEA0000000000000,FALSE,19092016PA,12/28/2020,R410A,16x20,5,Air To Air,,4,
450,Shipping Office West,MS Outer Bldgs,Shipping Office West,4AC14B60-7A,FALSE,1916M14948,1/1/2017,R410A,20X20,5,Air to Air,,1,12LBS
007,EAF 2 Fluxing Pulpit,Melt Shop,EAF 2 Fluxing Pulpit,TCV060AGC30CLTS,FALSE,194710232,12/19/2019,R410A,16X25,5,Water Source,,2,5LBS 2OZ
014,EAF 1 Fluxing Pulpit,Melt Shop,EAF 1 Fluxing Pulpit,TCV060AGC30CLTS,FALSE,200210912,1/23/2020,R410A,16X25,5,Water Source,,2,74 OZ
326,616,Overhead Cranes,Hot Mill,G521216G050,FALSE,2002979-06-A,,R134A,,5,Air to Air,,0,38OZ
151,HOT MILL SPOT COOLER,Hot Mill,HOT MILL SPOT COOLER,TCV036AFC30CLTS,FALSE,201610554,,R410A,24X24,5,Water Source,,1,50 OZ
159,Roll Grind Control Rm. 2,Roll Shop,Roll Grind Control Rm. 2,38CKC060640,FALSE,2093E13995,,R22,20X20,5,Air to Air,,1,9LB 8 OZ
316,607 North,Overhead Cranes,Melt Shop,G521216G050,FALSE,21002376-07-A,5/11/2021,R134A,washable,5,Cabinet Cooler,,0,38oz
772,Exit MCC East 1,CM 2,Galv Line 2,EBC060AUE0B0000,FALSE,21122647PA,12/28/2020,R410A,16x20,5,Air To Air,,4,
773,Exit MCC West 1,CM 2,Galv Line 2,EBC060A4E0B0700000000000000,FALSE,21152700PA,12/28/2020,R410A,16x20,5,Air To Air,,4,
045,LMF Pulpit 3,LMF,LMF Pulpit 3,TCV060AFC30CLTS,FALSE,212110665,6/30/2021,R410A,16x25,5,Water Source,,2,82 oz
171,Hot Mill North Spot Cooler,Hot Mill,Hot Mill North Spot Cooler,TCV060AFC30CRT5,FALSE,212110666,8/18/2022,R-410A,16x25,5,Water Source,,2,82 oz
457,Day Bin MCC North,MS Outer Bldgs,Day Bin MCC,TCV060AFC30CRTS,FALSE,213211152,9/26/2022,R410A,16x25,5,Water Source,,2,4.2 lbs
457A,Day Bin MCC South,Melt Shop,Melt Shop,TCV060AFC30CLTS,FALSE,213411494,9/26/2022,R410A,16x25,5,Water Source,,2,4.2 lbs
838,Admin IT Upper,Admin / Cafeteria,CM2,TSC060G4R0A27,FALSE,222915460L,9/9/2022,R410A,16X25,5,Package Unit,,4,4.8 LBS
061,Caster Ice Machine,Caster,Caster Ice Machine,CIM0530HW5,FALSE,23021280012061,5/17/2023,R404A,,5,Water Source,,0,13oz
039,SMF Secondary Sub,LMF,SMF Secondary Sub,TCV060AFC30CCTS,FALSE,230710579,5/17/2023,R410A,16X25,5,Water Source,,2,82 OZ
217,Galv Line Ice Machine Middle,Cold Mill,Galv Line Ice Machine Middle,CIM0530HW5,FALSE,2401128001193,4/3/2024,R404A,,5,Ice Machine,,0,14 OZ
335,622 Cab,Overhead Cranes,Port,YHE243D,FALSE,2405B37771,,R22,washable,5,Window Unit,,0,49.4 OZ
158,Roll Grind Control Rm. 3,Roll Shop,Roll Grind Control Rm. 3,38CK060660,FALSE,2594E26010,,R22,20X20,5,Air to Air,,3,7.75 LB
527,Admin Bldg #5,Admin / Cafeteria,Admin Bldg #5,38CKC060620,FALSE,3398E2404,,R22,24x24,5,Air to Air,,6,12LB
498,Admin Building #7,Admin / Cafeteria,Admin Building #7,38CKC060620,FALSE,3398E24044,,R22,20x20,5,Air to Air,,1,12 LB
129,Hot Mill Leanto,Hot Mill,Hot Mill Leanto,50TJ006601,FALSE,3597G21528,,R22,20X20,5,Package,,1,5.8 LB
053,ARGON ROOM,LMF,ARGON ROOM,50VQA036LMC601,FALSE,3696V41058,,R22,16x25 24x24,5,Water Source,,0,6LB
406,Old Ambulance Bay at Mobile Maintenance,Outer Buildings,Mobile Maintenance,50ZP060311,FALSE,3805G12684,9/1/2022,R22,20x20,5,Package Unit,,1,7.5 lbs
102,Tunnel Furnace Shuttle B,Hot Mill,Tunnel Furnace Shuttle B,50FC-A04A2A6A0A0A0,FALSE,4223C05484,,R410A,16x25,5,Air To Air,,1,4.4 LB
811,Scrap Yard Radio Tower Room,Outer Buildings,Scrap Yard,W24AB-A05XX5XXJ,FALSE,434P203829283-02,1/12/2021,R-410,20x20,5,Package Unit,,1,68 ounces
202,Cold Mill Computer Rm.,Cold Mill,Cold Mill Computer Rm.,38CKC060670,TRUE,4603E09372,,R22,20x20,5,Air to Air,,1,8.3 LBS
243,LEAD MAN OFFICE LEAN TOO,Cold Mill,LEAD MAN OFFICE LEAN TOO,50FC-A06A2A6A0A0A0,FALSE,5022C05664,,R22,16x25,5,Split System,,2,7.9LBS
359,Tundish Gantry Crane 692,Overhead Cranes,Melt Shop,C12,FALSE,5036,,R134A,12X12,5,Air to Air,,8,9lbs
487,Premier Electric Bldg.,Outer Bldgs,Premier Electric Bldg.,TSC060A4E0A1Z000000000000,FALSE,540100239L,,R22,16x25,5,Package,,2,4.9 LBS
506,Café Walk In Freezer #2,Admin / Cafeteria,Café Walk In Freezer #2,FJALB200CFV001,FALSE,562700655,,R404A,,5,Air to Air,,0,8LB
853,Cm 2 process elec exit lab,CM 2,Exit Lab,CASRTU1-E.104-11-5T,FALSE,5993266,9/9/2023,R-410A,16X16X2,5,Air To Air,,8,14LB
431,Warehouse Ice Machine,MS Outer Bldgs,Warehouse Ice Machine,ICE0500FT2,FALSE,6.02128E+12,,R404A,,5,Ice Machine,,0,23 OZ
155,PM Shop Ice Machine,Hot Mill,PM Shop Ice Machine,ICE0500FA1,FALSE,B117031732,,R404A,,5,Ice Machine,,0,37 OZ
724,Pickle Line Exit Pulpit,CM 2,Pickle Line Exit Pulpit,AJ048XJSCH,FALSE,BMJMP3CW3001870,1/1/2018,R410A,WASHABLE,5,Mini Split,,0,8.38
500,Café Freezer #1,Admin / Cafeteria,Café Freezer #1,ESF3,FALSE,BSF310070010,,R134A,,5,Air to Air,,0,15.52 OZX3
504,Café Refrigerator #2,Admin / Cafeteria,Café Refrigerator #2,ESR2,FALSE,BSR204040024,,R134A,,5,Air to Air,,0,13.05 OZ
424,Truck Scale,MS Outer Bldgs,Truck Scale,RAC14360B21SA,FALSE,C2A3379584,,R410-A,20X20,5,Air to Air,,1,3 LB
440,Baghouse Workshop,MS Outer Bldgs,Baghouse Workshop,38CKC060670,FALSE,ELJS23955,,R22,24X24,5,Air to Air,,2,8.31 OZ
038,Ice Machine,LMF,Ice Machine,ICE0500FA1,FALSE,G117045602,,R404A,,5,Air to Air,,0,37 OZ
148,Tinsel Test lab,Hot Mill,Tinsel Test lab,SVWC5-41HD,FALSE,HD2285,,R22,20x20,5,Water Source,,2,7.8 LB
216,Galv Pulpit,Cold Mill,Galv Pulpit,GCV060BGC30CLTS,FALSE,J12780787,,R407C,20x20,5,Water Source,,2,74 OZ
490,Emergency Generator Room West Unit,Outer Bldgs,Emergency Generator Room West Unit,GCV060BFC30CLTS,FALSE,J14529958,,R22,16x25,5,Water Source,,2,74 OZ
489,Emergency Generator Room East Unit,Outer Bldgs,Emergency Generator Room East Unit,GCV060BFC30CLTS,FALSE,J14529959,,R22,16x25,5,Water Source,,2,74 OZ
868,CM 2 CGL LAB DOAS,CM 2,CGL LAB,CASRTU1-E.104-11-5T,FALSE,JOB 5993266,,,,5,,,0,
469,New Melt Shop Office,Melt Shop,New Melt Shop Office,GCV060BFC30CLTS,FALSE,K12766298,,R22,16x25,5,Water Source,,2,74 OZ
023,PM Shack,Melt Shop,PM Shack,GCV060BFC30CLTS,FALSE,K12766302,,R22,16x25,5,Water Source,,2,74 OZ
463,New Melt Shop Office,Melt Shop,New Melt Shop Office South,GCV060BFC30CLTS,FALSE,K13889343,,R22,16x25,5,Water Source,,2,74 OZ
465,New Melt Shop Office,Melt Shop,New Melt Shop Office,GCV060BFC30CLTS,FALSE,K14196578,,R22,16x25,5,Water Source,,2,74 OZ
468,New Melt Shop Office,Melt Shop,New Melt Shop Office,GCV060BFC30CLTS,FALSE,K14196580,,R22,16x25,5,Water Source,,2,74 OZ
467,New Melt Shop Office,Melt Shop,New Melt Shop Office,GCV060BFC30CLTS,FALSE,K14196581,,R22,16x25,5,Water Source,,2,74 OZ
464,New Melt Shop Office,Melt Shop,New Melt Shop Office North,GCV060BFC30CLTS,FALSE,K14196584,,R22,16x25,5,Water Source,,2,74 OZ
145,Exit Gaugehouse upstairs S,Hot Mill,Exit Gaugehouse upstairs S,GCV060BFC30CLTS,FALSE,L12351304,,R22,16x25,5,Water Source,,2,74oz
228,5-ton Spare Unit,Cold Mill,,GCV060BFC30CLTS,FALSE,L12657518,,R22,16x25,5,Water Source,,2,74 OZ
407,Middle MCC,MS Outer Bldgs,Middle MCC,CAS060UKD2,FALSE,L990679750,,R407C,"24X24, 20X20",5,Split,,0,150 OZ
219,GALV LINE ENTRY OPERATOR STATION,Cold Mill,GALV LINE ENTRY OPERATOR STATION,TCW060AFC30CLTS,FALSE,N13239111,,R410A,24X24,5,Water Source,,1,82 OZ
466,New Melt Shop Office,Melt Shop,New Melt Shop Office,TCV060AFC30CLTS,FALSE,N13239112,,R410A,16x25,5,Water Source,,2,82 OZ
707,4 HIGH PULPIT,CM 2,4 HIGH PULPIT,ZD-05E10B4A1AAA2A1,FALSE,N1A8442442,1/1/2018,R410A,16x20,5,Air to Air,,0,7
715,6 HIGH PULPIT,CM 2,6 HIGH PULPIT,ZD-05E10B4A1AAA2A1,FALSE,N1A8442443,1/1/2018,R410A,16x20 16x25,5,Air to Air,,0,7
723,PICKLE LINE ENTRY PULPIT,CM 2,PICKLE LINE ENTRY PULPIT,ZD-05E10B4A1AAA2A1,FALSE,N1A8442444,1/1/2018,R410A,16x20 16x25,5,Air to Air,,0,7
160,Pameni Control Room,Roll Shop,Pameni Control Room,H1RA060S46A,FALSE,NCHP20M820,,R22,20X20,5,Air to Air,,1,41OZ
059,Slidegate A Line,Caster,Slidegate A Line,EM0604VTN,FALSE,NF13827923,,R22,24x24,5,Water Source,,2,6.8LB
144,Exit Gaugehouse upstairs N,Hot Mill,Exit Gaugehouse upstairs N,TCV060AFC30CLTS,FALSE,R10916497,,R410A,16x25,5,Water Source,,2,82oz
222,Galv Line Lab North,Cold Mill,Galv Line Lab North,TCH06AHC3CRSS,FALSE,R13640482,,R410A,20x20,5,Water Source,,1,
341,627 Pickle Line Exit,Overhead Cranes,Pickle Line,CA2.5C-OD-51-H2,FALSE,SD02538-C,4/20/2022,R-134A,washable,5,Split System,,0,30
343,628 Pickle Line Entry,Overhead Cranes,Pickle Line,CA2.5C-OD-51-H2,FALSE,SD02563-C,5/29/2019,R134A,washable,5,Split System,,0,30 Lbs
030,Flux Feed North DRI,Melt Shop,Flux Feed North DRI,TCV060AFC30CLTS,FALSE,U11229914,,R410A,24x24,5,Water Source,,1,74OZ
031,Flux Feed South DRI,Melt Shop,Flux Feed South DRI,TCV060AFC30CLTS,FALSE,U11229916,,R410A,24x24,5,Water Source,,1,74OZ
60A,Caster Pulpit,Caster,Caster Pulpit,TCV060AFC30CRTS,FALSE,V13020546,1/1/2018,R410A,16x25,5,Water Source,,2,82oz
688,Old Pump House 5 ton,Water System,Old Pump House 5 ton,TCV060AFC30CRTS,FALSE,W11014588,1/1/2018,R410A,16x25,5,Water Source,,2,82oz
058,Slidegate B line,Caster,Slidegate B line,TCV060AFC30CRTS,FALSE,W13610781,2/20/2020,R410A,24x24,5,Water Source,,2,6.8LB
246,RT North Operator Station,Cold Mill,RT North Operator Station,GEVE06041G01B0TRD01010010000000000A,FALSE,W19E10734,7/25/2022,R-410A,24x24,5,Water Source,,1,68.5 Oz
001,N. Melt Shop Office,Melt Shop,N. Melt Shop Office,PCE4B6041A,FALSE,W1D7334866,1/1/2018,R410A,24x24,5,Package,,2,14lb 2oz
523,Admin Confrence Rm.,Admin / Cafeteria,Admin Confrence Rm.,YCS60B215A,FALSE,W1E8774972,1/1/2018,R410A,20X25 20X20,5,Air to Air,,0,5lbs 12ozs
006,Office Locker Rm.,Melt Shop,Office Locker Rm.,D6E7060A46A,FALSE,W1G4858940,3/1/2019,R410A,16X20,5,Package,,2,5LB15OZ
734,CM2 Galv Line Office,CM 2,Galv Line Office,THE60B41SA,FALSE,W1H809D612,7/2/2019,R410A,20X20,5,Split System,,1,
027,Melt Shop Lab West,Melt Shop,MELTSHOP Lab WEST,YLE60B225A,FALSE,W2A2870408,6/3/2022,R410A,24x30,5,Air To Air,,0,8lb 11 oz
028,Melt Shop Lab East,Melt Shop,Melt Shop Lab East,YCE60B21SA,FALSE,W2A2939800,6/3/2022,R410A,24x30,5,Air To Air,,0,8 lb 11 oz
408,Mobile Maintenance Office,MS Outer Bldgs,Mobile Maintenance Office,PHE4B602A,FALSE,W2G2734377,9/6/2022,R-410A,20X20,5,Package,,2,11 lbs 11 oz
60B,Caster Pulpit,Caster,Caster Pulpit,TCV060AFC30CRTS,FALSE,W491964,1/1/2018,R410A,16x25,5,Water Source,,2,82oz
514,Eng Bldg #4 SAFETY OFFICE,Admin / Cafeteria,Eng Bldg #4 SAFETY OFFICE,CA14NA042-A,FALSE,0422X32713,4/1/2022,R410A,20x20,4,Split System,,1,7 lbs 9 ozs
819,CM2 4 HI SWITCH GEAR,CM 2,COLD MILL,TSC048G3E0A0000,FALSE,212411950L,9/1/2021,R-410A,20X25,4,Air To Air,,6,3 LBS 8 OZ
820,CM2 6 HI SWITCH GEAR,CM 2,COLD MILL,TSC048G3E0A0000,FALSE,21241206L,9/1/2021,R-410A,20X25,4,Air To Air,,6,3 LBS 8 OZ
150,Shane Nichols Locker,Hot Mill,Shane Nichols Locker,50BT004-6,FALSE,2292F02158,,R22,24X24,4,Water Source,,2,7 LB
481,Engineering Trailer North Trailer East Unit,Outer Bldgs,Engineering Trailer North Trailer East Unit,WA423A10,FALSE,253K06223059702,,R22,16x20,4,Air to Air,,2,92OZ
480,Engineering Trailer North Trailer West Unit,Outer Bldgs,Engineering Trailer North Trailer West Unit,WA423A10,FALSE,253K06223983202,,R22,16x20,4,Air to Air,,2,92 OZ
172,VTD Lab West Mini Split,Degasser,VTD Lab,38MGRQ48E-301,FALSE,2821v18573,10/14/2022,R410a,Washable,4,Mini Split,,2,10.13 LBS
446,Roll Mill SVC New Unit,MS Outer Bldgs,Roll Mill SVC New Unit,38MGRQ48E-3,FALSE,4621V15378,4/18/2023,R410A,WASHABLE,4,Package,,0,18.3LBS
173,VTD Lab South Mini Split,Degasser,VTD Lab,38MGRQ48E-301,FALSE,4621v15050,10/13/2022,R410A,Washable,4,Mini Split,,2,10.13 LBS
221,Galv Line Lab Middle,Cold Mill,Galv Line Lab Middle,HWPH0443JRA,FALSE,9.8045E+11,,R22,20x20,4,Water Source,,1,3.25LB
157,Roll Grind Control Rm. 1,Roll Shop,Roll Grind Control Rm. 1,GSC10484AC,FALSE,912768806,,R407C,20X20,4,Air to Air,,1,150 OZ
048,Ladle Wall Office,LMF,Ladle Wall Office,GT0481VTN,FALSE,HD014749D,,R22,16x25,4,Water Source,,1,58 OZ
042,Melters Bathroom,LMF,Melters Bathroom,GT0484VTN,FALSE,HD015022,,R22,24x24,4,Water Source,,1,58 OZ
108,Hot Mill Maint,Hot Mill,Hot Mill Maint,GT0484VTN,FALSE,HD015024,,R22,24X24,4,Water Source,,1,58 OZ
110,Hot Mill Electrical Office on Roof,Hot Mill,Hot Mill Electrical Office on Roof,GT0484HZN,FALSE,HE016214,,R22,20X20,4,Water Source,,1,58 OZ
227,Galv Line exit Operator STATION,Cold Mill,Galv Line exit Operator STATION,CU048A06A1A,FALSE,KEMP000255,,R22,24x24,4,Water Source,,1,4.06 LBS
517,ISO Office,Admin / Cafeteria,ISO Office,YCS48B21SA,FALSE,W1E6577576,1/1/2017,R410A,20X20,4,Air to Air,,1,6 LBS
732,CM2 Galv Line Office,CM 2,Galv Line Office,THE48B41SA,FALSE,W1M8382010,7/2/2019,R410A,20X25,4,Split System,,1,
685,Mobile Maint. Breakroom,Mobile Maintenance,Mobile Maint. Breakroom,YHE48B22SB,FALSE,W282091185,9/2/2022,R-410A,20x20,4,Split System,,2,13 lb 3 oz
782,Exit Pulpit 1,CM 2,Galv Line 2,NXTMMX42A152AA,FALSE,02P0007265TJ65,12/28/2020,R410A,WASHABLE,3.5,Mini Split,,0,
783,Exit Pulpit 2,CM 2,Galv Line 2,TRUZA0421KA70NA,FALSE,0YU000587H1M53,12/28/2020,R410A,WASHABLE,3.5,Mini Split,,0,
747,CM2 Truck Scales,CM 2,,50VR-A42-30TP,FALSE,1419C25231,1/9/2020,R410A,20X20,3.5,Package Unit,,1,14.6 LBS
